2.68,5.1747,2.5755,4.5352,2.2084,2.0462,1.8688,2.0744,2.0429
2.6724,5.0782,2.6124,4.5058,2.1871,2.1081,1.8844,2.1135,2.0186
2.6701,5.0907,2.5822,4.4443,2.1594,2.0992,1.8558,2.0323,2.0185
2.6402,4.9841,2.5863,4.4437,2.1929,2.035,1.8809,1.9805,2.004
2.6319,4.9562,2.6026,4.4224,2.1581,2.0962,1.8468,2.048,1.9925
2.6363,5.0022,2.6075,4.3983,2.1797,2.0494,1.8499,2.0808,2.0112
2.6778,4.9894,2.6403,4.4468,2.1741,2.12,1.8722,2.0574,1.9938
2.6647,4.9815,2.6259,4.3986,2.1826,2.0087,1.8626,2.0368,1.9736
2.625,5.0431,2.6369,4.4743,2.2012,2.0108,1.8668,2.0376,1.9964
2.6511,4.99,2.6167,4.4686,2.2128,1.9841,1.8442,1.9954,1.97
2.6411,4.9825,2.6181,4.4305,2.1651,2.0775,1.8621,1.9916,2.0422
2.7429,4.9558,2.6641,4.4876,2.2071,2.0595,1.8642,2.0606,2.0006
2.6878,4.9115,2.6053,4.5452,2.2111,2.0563,1.8723,2.0638,2.0178
2.6715,4.9694,2.6165,4.5489,2.1989,2.0965,1.8961,2.042,2.0907
2.6719,5.0029,2.6019,4.5315,2.2138,2.0858,1.8713,2.0824,1.9793
2.6557,5.0465,2.5891,4.5012,2.227,2.0662,1.8627,2.0184,2.0069
2.6263,5.0138,2.5531,4.3793,2.197,2.0009,1.8381,2.0069,1.9504
2.6069,5.0405,2.5656,4.4027,2.1681,2.0777,1.8123,2.0505,1.997
2.6285,5.0668,2.5384,4.4279,2.1757,2.0492,1.8248,2.0457,1.9938
2.616,5.0688,2.5375,4.4114,2.1823,2.0272,1.833,2.0475,1.9711
2.6145,5.1057,2.4944,4.3329,2.1286,1.9681,1.8269,2.0112,1.9434
2.5956,5.1237,2.5337,4.3773,2.2137,2.0283,1.8133,2.009,1.9839
2.5565,5.1692,2.5365,4.365,2.1206,2.0403,1.7848,2.0112,1.9625
2.5587,5.0861,2.5396,4.3677,2.144,1.9667,1.8275,1.9904,1.9062
2.5383,5.0591,2.5502,4.336,2.1532,1.9999,1.8166,1.956,1.9155
2.5615,5.1242,2.4987,4.2883,2.1249,1.9889,1.8175,1.9605,1.9577
2.5377,5.1064,2.5154,4.3467,2.1452,1.9872,1.8076,2.0164,1.9065
2.5651,5.1136,2.5448,4.3578,2.1808,2.0101,1.7634,2.0275,1.9811
2.6956,5.1863,2.5432,4.4524,2.1043,1.9941,1.8412,2.0415,1.9618
2.7726,5.1763,2.5162,4.462,2.1748,1.9695,1.8214,2.0353,1.96
2.7293,5.3538,2.4739,4.4373,2.1633,1.9851,1.8273,2.0022,1.926
2.7596,5.4305,2.5278,4.4687,2.1942,1.9942,1.8449,2.0376,1.9415
2.7516,5.4973,2.516,4.2955,2.1923,2.0596,1.8664,2.0226,1.988
2.7783,5.4828,2.5309,4.2606,2.1707,2.059,1.8626,2.0148,1.9756
2.7779,5.5049,2.5695,4.2985,2.2312,2.0426,1.8727,2.0351,2.0015
2.8042,5.4773,2.6035,4.3048,2.2332,1.9979,1.8948,2.0816,2.0263
2.8073,5.6113,2.6026,4.4433,2.2272,2.0147,1.8795,2.0602,1.9953
2.7851,5.6334,2.6013,4.4243,2.165,2.0557,1.8735,2.0643,1.9602
2.7708,5.5582,2.5991,4.4012,2.2048,2.0626,1.9007,2.0241,1.9802
2.7995,5.6386,2.6014,4.3749,2.2134,2.0328,1.8445,1.9953,1.9895
2.786,5.6804,2.566,4.36,2.1125,1.9968,1.8717,2.0218,1.9787
2.8122,5.7754,2.5711,4.4044,2.1771,2.0458,1.8851,2.069,2.0412
2.8994,5.732,2.5142,4.3754,2.1695,1.9814,1.846,2.0511,2.0071
2.8928,5.6378,2.5384,4.4111,2.1834,1.9783,1.873,2.0381,1.9443
2.8743,5.4926,2.5327,4.4216,2.2031,2.0279,1.8541,2.0497,1.9843
2.8837,5.6899,2.5518,4.4212,2.1523,2.0308,1.8727,2.0531,1.9885
2.9148,5.5327,2.536,4.4614,2.1722,2.0532,1.8725,2.0382,1.9901
2.8753,5.5837,2.5369,4.4266,2.1351,2.0052,1.868,2.0428,1.9316
2.8354,5.6027,2.505,4.4134,2.1087,1.984,1.8609,2.0737,1.9608
2.859,5.5825,2.5386,4.4665,2.1639,1.9813,1.8416,2.0895,2.0099
2.8746,5.5834,2.5569,4.4773,2.1162,1.9756,1.8965,2.0594,2.0049
2.8209,5.5824,2.5205,4.5213,2.0678,2.0469,1.9323,2.0441,1.9918
2.8203,5.5922,2.5107,4.5255,2.1586,1.9556,1.9002,2.0464,1.9849
2.8492,5.6295,2.5262,4.5331,2.113,2.0144,1.875,2.1331,2.0052
2.866,5.6067,2.5955,4.5043,2.1248,2.0102,1.887,2.051,1.9609
2.7829,5.6088,2.5624,4.4291,2.1603,1.986,1.8579,2.0644,1.9866
2.5773,5.5681,2.5486,4.4765,2.1201,2.0379,1.882,2.0406,1.9743
2.6037,5.6311,2.5521,4.4774,2.1537,2.0017,1.889,2.0978,1.9889
2.5919,5.6572,2.5243,4.471,2.0981,1.9317,1.8262,2.1145,1.9752
2.6232,5.6116,2.5333,4.469,2.1408,1.9985,1.8535,2.0895,1.985
2.6178,5.7101,2.5497,4.3339,2.1167,2.0492,1.8179,2.0774,2.0024
2.6519,5.7499,2.5924,4.2875,2.1615,2.0341,1.8439,2.085,2.0089
2.6014,5.7207,2.5479,4.2728,2.1384,2.0069,1.8125,2.0716,1.9836
2.6117,5.6119,2.5742,4.3245,2.1314,1.9586,1.807,2.1063,1.9875
2.6544,5.6359,2.6209,4.3358,2.1294,2.0301,1.8558,2.1029,1.9737
2.6315,5.6968,2.6152,4.5186,2.1181,2.0035,1.8096,2.1618,1.9947
2.5873,5.7138,2.6465,4.5251,2.1349,1.9917,1.8094,2.0282,1.9686
2.6541,5.6716,2.6656,4.5372,2.139,1.9731,1.868,2.0582,1.9946
2.6357,5.6929,2.7369,4.5451,2.1605,2.0287,1.8492,2.1119,1.9883
2.6779,5.6414,2.7357,4.6189,2.1099,1.9771,1.8635,2.1044,2.0289
2.6591,5.6461,2.7332,4.5648,2.1005,1.9767,1.8643,2.1207,2.0677
2.6289,5.7081,2.7177,4.5542,2.2097,1.9664,1.8821,2.0888,1.9882
2.6591,5.6664,2.7401,4.5176,2.1303,1.9712,1.8845,2.118,2.0241
2.6989,5.6179,2.7522,4.5103,2.1028,1.9588,1.8432,2.0521,2.0161
2.6554,5.6952,2.7142,4.5142,2.1502,1.9709,1.8621,2.094,2.0088
2.6997,5.7385,2.7525,4.5595,2.178,1.9549,1.8566,2.0876,2.0309
2.6858,5.7086,2.7055,4.5001,2.1006,1.9781,1.8063,2.0956,2.012
2.7251,5.7693,2.7481,4.5798,2.1171,1.9678,1.8363,2.1113,2.0456
2.7064,5.794,2.7038,4.5602,2.1391,1.9578,1.863,2.0965,2.0395
2.6837,5.7333,2.7487,4.6094,2.1711,2.0125,1.8371,2.1203,2.0472
2.7026,5.7756,2.7272,4.5145,2.1948,1.9878,1.8646,2.0464,2.0319
2.6751,5.7106,2.7607,4.498,2.1602,1.9881,1.8365,2.1465,2.002
2.6724,5.7153,2.745,4.5147,2.1228,1.9933,1.8288,2.0971,2.0031
2.6611,5.6895,2.7518,4.5212,2.1191,1.9108,1.8388,2.0977,2.0073
2.6055,5.7226,2.735,4.5359,2.108,1.968,1.8422,2.1012,1.9974
2.6165,5.7706,2.721,4.5425,2.1283,2.0157,1.8751,2.1134,2.0861
2.6227,5.7022,2.7206,4.5676,2.0878,2.0088,1.8579,2.1179,2.0367
2.6375,5.6733,2.7257,4.555,2.0986,1.9811,1.8701,2.0928,2.0022
2.6446,5.629,2.7468,4.6423,2.2111,2.0193,1.8928,2.1291,2.0144
2.6933,5.6511,2.7758,4.6885,2.1557,2.0513,1.9123,2.1617,2.017
2.69,5.6019,2.7912,4.6369,2.1253,1.9626,1.8325,2.1492,2.034
2.6719,5.6267,2.7687,4.6192,2.1386,1.9595,1.855,2.1211,2.0472
2.7482,5.5483,2.7938,4.5775,2.2297,2.0052,1.8691,2.1898,2.07
2.6795,5.5504,2.7764,4.5974,2.1392,1.9705,1.8769,2.1391,2.0201
2.719,5.5461,2.7672,4.6308,2.1727,1.9799,1.9028,2.1199,2.0161
2.6824,5.4895,2.8043,4.6605,2.1077,2.0096,1.8209,2.1687,2.0462
2.6999,5.5003,2.7705,4.5751,2.1277,1.9173,1.8496,2.124,2.029
2.6979,5.4766,2.7189,4.5898,2.1094,1.9454,1.7985,2.1102,2.0401
2.4705,5.463,2.7455,4.644,2.1144,1.9483,1.8251,2.0666,2.0372
2.4651,5.4704,2.7223,4.5701,2.1213,1.9558,1.7852,2.074,1.9894
2.4508,5.3802,2.7528,4.6249,2.1028,1.907,1.8536,2.0996,2.0002
2.4533,5.3522,2.7645,4.6299,2.1166,1.9595,1.8203,2.0877,2.0313
2.4991,5.3708,2.8049,4.6025,2.1174,1.9462,1.8058,2.0781,1.9926
2.5227,5.4217,2.7863,4.6644,2.1574,1.9118,1.8327,2.0979,2.0006
2.4383,5.3549,2.7952,4.6602,2.0927,1.9769,1.8424,2.1017,2.0543
2.4982,5.3385,2.8058,4.6705,2.1585,1.9584,1.7907,2.0937,2.0746
2.4787,5.3822,2.7904,4.6326,2.0993,1.9326,1.8302,2.0856,2.0412
2.4837,5.3078,2.7621,4.6495,2.137,1.9498,1.8156,2.0928,1.9823
2.4602,5.3597,2.6915,4.5905,2.1623,1.9623,1.7883,2.0649,2.0205
2.4781,5.2779,2.6916,4.6006,2.1084,1.9633,1.8076,2.0712,2.0386
2.4595,5.2482,2.6876,4.5965,2.1228,1.9057,1.8071,2.0451,2.0081
2.4954,5.2943,2.6857,4.6909,2.1137,1.9876,1.8463,2.0719,2.0776
2.5033,5.328,2.7054,4.6605,2.1316,1.9512,1.8488,2.0469,2.0096
2.5175,5.2312,2.7167,4.6384,2.1339,1.9119,1.8642,2.0933,2.0658
2.5245,5.1879,2.7454,4.6209,2.1246,1.9607,1.8681,2.0855,2.0158
2.4675,5.2262,2.7239,4.5926,2.1005,1.9013,1.8273,2.0382,1.9757
2.4718,5.2753,2.7336,4.5927,2.0906,1.9581,1.8724,2.042,1.9975
2.4786,5.2662,2.7416,4.5727,2.0986,1.9499,1.8394,2.0224,2.0674
2.5024,5.236,2.7791,4.6225,2.1329,1.9559,1.8363,2.0843,2.0672
2.538,5.1786,2.768,4.5951,2.1631,1.962,1.8925,1.991,1.9701
2.5031,5.322,2.7987,4.6143,2.1267,1.9326,1.9186,2.1068,2.0333
2.5814,5.4037,2.7968,4.587,2.1205,1.977,1.9111,2.0449,2.0043
2.5756,5.3881,2.8061,4.6313,2.1114,1.9854,1.8913,2.0776,2.0131
2.4971,5.4079,2.7635,4.5776,2.0955,1.9149,1.89,2.0678,1.9988
2.5194,5.4502,2.792,4.607,2.1013,1.9255,1.8584,2.0106,1.9651
2.5103,5.4717,2.7821,4.5318,2.1206,1.9489,1.8558,2.0394,1.9446
2.6415,5.4935,2.7604,4.5143,2.168,1.9418,1.8857,2.0394,2.0001
2.6257,5.4276,2.7457,4.5499,2.1269,1.9455,1.8763,2.0135,2.0074
2.6234,5.4609,2.755,4.6046,2.1891,1.9464,1.8884,2.0317,2.0219
2.6547,5.4776,2.7477,4.6234,2.1291,1.9978,1.8757,2.0245,2.0501
2.6605,5.4545,2.75,4.6209,2.0836,1.9354,1.9119,2.0592,2.0513
2.6175,5.4017,2.7368,4.6628,2.1151,1.9661,1.8999,1.9951,2.0353
2.6448,5.391,2.841,4.7199,2.0712,1.989,1.8816,2.0174,2.0468
2.6068,5.3569,2.8768,4.6004,2.1315,1.9306,1.9293,1.9983,2.0343
2.5445,5.3494,2.834,4.6055,2.1409,1.9393,1.8741,2.0109,1.9972
2.6261,5.3313,2.8386,4.6226,2.0689,1.8986,1.9774,2.0518,2.0129
2.5916,5.3748,2.8514,4.6011,2.1025,1.9047,1.9262,2.011,2.0006
2.5768,5.3791,2.8818,4.6718,2.0722,1.9515,1.9105,1.9962,2.0151
2.5788,5.3939,2.8512,4.6481,2.1131,1.8949,1.9123,2.0005,2.0166
2.5726,5.4459,2.852,4.6773,2.0367,1.9423,1.9162,2.0353,1.9413
2.4565,5.3497,2.8429,4.5497,2.0704,1.921,1.9518,1.9569,1.9805
2.461,5.3943,2.8376,4.5451,2.06,1.8885,1.9086,1.9555,1.9667
2.5294,5.304,2.8384,4.5693,2.0577,1.9474,1.9255,1.9632,1.9956
2.493,5.2477,2.7987,4.5287,2.0482,1.8567,1.8809,1.9188,1.9266
2.479,5.2292,2.7952,4.6339,2.1445,1.9241,1.8942,1.9933,1.9438
2.4869,5.1778,2.8044,4.6466,2.0984,1.9274,1.8884,1.9548,1.9668
2.4477,5.188,2.775,4.6304,2.0853,1.8857,1.8825,1.9353,1.8937
2.4652,5.2105,2.7765,4.6725,2.0599,1.9359,1.8864,1.9476,1.9239
2.5358,5.2237,2.7902,4.6174,2.0504,1.9123,1.8526,1.9025,1.9307
2.4881,5.2825,2.7563,4.5589,2.0451,1.8685,1.8445,1.8852,1.9485
2.4496,5.323,2.7497,4.5802,1.9905,1.8473,1.8527,1.9311,1.9146
2.4618,5.2524,2.7583,4.6167,2.0341,1.9089,1.8825,1.8778,1.9028
2.4607,5.268,2.7882,4.5769,1.9869,1.8595,1.8605,1.8724,1.9081
2.4751,5.2081,2.7495,4.6027,1.9553,1.8172,1.8421,1.8605,1.8725
2.477,5.2241,2.7972,4.5812,1.946,1.8236,1.869,1.8227,1.8585
2.4923,5.2934,2.8138,4.5716,1.9436,1.8718,1.8422,1.8454,1.934
2.4805,5.1311,2.7614,4.5513,1.9096,1.8334,1.7909,1.8255,1.8786
2.518,5.1462,2.7649,4.6317,1.9197,1.8484,1.849,1.842,1.8297
2.4957,5.1609,2.7802,4.611,1.9391,1.852,1.8439,1.8366,1.8656
2.4526,5.1804,2.787,4.5943,1.9125,1.7963,1.8098,1.8197,1.8509
2.5064,5.1643,2.7905,4.6027,1.9536,1.8479,1.8674,1.8099,1.8268
2.5038,5.1169,2.7854,4.5593,1.926,1.8378,1.887,1.8276,1.8983
2.4676,5.0706,2.7858,4.5588,1.8845,1.7806,1.8671,1.8238,1.8431
2.4874,5.0731,2.788,4.569,1.9146,1.8734,1.8491,1.8525,1.8679
2.4465,5.0762,2.7885,4.7047,1.9467,1.8238,1.8055,1.8375,1.8545
2.4923,5.1126,2.8065,4.6852,1.9084,1.8108,1.8912,1.8711,1.85
2.4647,5.0968,2.7818,4.639,2.0194,1.8448,1.8608,1.8146,1.8853
2.4922,5.1416,2.7982,4.6289,1.9288,1.8054,1.8732,1.8393,1.8818
2.3839,5.1249,2.81,4.6122,1.9488,1.8364,1.8577,1.8509,1.8744
2.36,5.1468,2.8274,4.6623,1.8932,1.8236,1.839,1.8519,1.8553
2.3535,5.0407,2.8671,4.6439,1.9635,1.7859,1.9079,1.8573,1.9062
2.3973,5.0774,2.8648,4.6643,1.988,1.8289,1.8425,1.8356,1.8567
2.3783,4.962,2.8645,4.5991,1.9364,1.8165,1.8978,1.8516,1.8584
2.3962,4.9504,2.8815,4.5968,1.9056,1.8246,1.8114,1.8849,1.9031
2.4062,4.9483,2.8258,4.6362,1.9533,1.8306,1.8465,1.8774,1.9268
2.3997,4.939,2.8155,4.5621,1.9254,1.806,1.8239,1.8509,1.8638
2.3639,4.9932,2.7827,4.5792,1.8752,1.8184,1.8894,1.8877,1.8842
2.3674,5.0527,2.7783,4.4996,1.9393,1.8157,1.8563,1.8615,1.8791
2.3854,5.0879,2.7973,4.5547,1.8749,1.8319,1.9286,1.8734,1.8909
2.3879,5.1036,2.7952,4.5853,1.9275,1.8181,1.9262,1.9058,1.8881
2.4227,5.1662,2.7618,4.3943,1.9121,1.7877,1.7759,1.8523,1.8703
2.3997,5.1435,2.7327,4.3764,1.896,1.8071,1.8815,1.9004,1.9021
2.4685,5.0982,2.757,4.41,1.9594,1.7998,1.9108,1.8697,1.8468
2.4124,5.1547,2.7733,4.3648,1.8679,1.8356,1.8898,1.9137,1.8874
2.3955,5.1457,2.7434,4.755,1.8634,1.7695,1.8738,1.8933,1.8728
2.4401,5.1476,2.7774,4.7526,1.9042,1.7889,1.8228,1.8905,1.9354
2.3851,5.176,2.688,4.7753,1.8767,1.7661,1.8437,1.8798,1.8611
2.3882,5.2383,2.6914,4.7989,1.8373,1.7731,1.8175,1.8567,1.8508
2.421,5.2765,2.7041,4.7524,1.8578,1.7698,1.8225,1.8718,1.8921
2.3825,5.2573,2.6939,4.779,1.8109,1.7774,1.8351,1.9117,1.8717
2.4229,5.2617,2.708,4.7872,1.7897,1.7672,1.8209,1.8903,1.8707
2.3808,5.2325,2.6832,4.7193,1.8602,1.7661,1.7999,1.8689,1.8601
2.3708,5.2557,2.678,4.6271,1.8222,1.7668,1.8623,1.8474,1.8685
2.4162,5.2807,2.648,4.6585,1.7897,1.7954,1.8112,1.9149,1.8468
2.3764,5.3701,2.6448,4.6967,1.844,1.7568,1.8027,1.9092,1.8409
2.3554,5.3406,2.6473,4.6876,1.7916,1.7632,1.809,1.8881,1.9008
2.2066,5.3219,2.6738,4.6622,1.8147,1.764,1.846,1.8638,1.8782
2.1778,5.3504,2.6285,4.5954,1.8392,1.727,1.9035,1.848,1.8723
2.1688,5.3684,2.6004,4.6013,1.8256,1.7555,1.8482,1.8552,1.8244
2.1737,5.3211,2.6245,4.5957,1.8253,1.758,1.8144,1.8701,1.8761
2.1828,5.2647,2.6505,4.5603,1.7941,1.7666,1.7859,1.8817,1.8531
2.1407,5.2369,2.5929,4.5626,1.8064,1.8081,1.8358,1.8665,1.8576
2.1477,5.2886,2.6573,4.5746,1.7598,1.7876,1.8137,1.8881,1.8608
2.146,5.3076,2.6317,4.5259,1.79,1.7684,1.7911,1.8715,1.9147
2.0938,5.3015,2.6035,4.6194,1.7851,1.7267,1.8284,1.8468,1.864
2.1329,5.246,2.5992,4.6441,1.7706,1.7562,1.8521,1.8822,1.8664
2.0834,5.2514,2.5991,4.5891,1.7849,1.7459,1.8435,1.8538,1.8171
2.1678,5.2387,2.6104,4.6276,1.7701,1.7545,1.8632,1.8582,1.8744
2.154,5.2505,2.6258,4.6406,1.8125,1.8067,1.8313,1.914,1.8328
2.1332,5.2971,2.6114,4.5976,1.7627,1.755,1.7998,1.8966,1.8646
2.0483,5.3123,2.5747,4.6428,1.7419,1.7512,1.8473,1.8612,1.8851
2.0534,5.3352,2.5362,4.634,1.7333,1.7459,1.8108,1.8603,1.8425
2.0491,5.3239,2.5179,4.5447,1.7738,1.739,1.7731,1.8719,1.8627
2.0761,5.3046,2.5519,4.5242,1.7579,1.7558,1.789,1.852,1.8663
2.0742,5.3209,2.5103,4.5025,1.7659,1.7452,1.7774,1.8535,1.838
2.0923,5.2754,2.5346,4.5416,1.7784,1.7301,1.8001,1.8184,1.8747
